City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
231,Berdigestyakh,RU,2022-04-11 15:55:37,62.0989,126.6992,1.06,100,76,3.83,broken clouds
232,Port Elizabeth,ZA,2022-04-11 15:55:37,-33.918,25.5701,74.1,84,0,11.5,clear sky
233,Sargodha,PK,2022-04-11 15:55:37,32.0836,72.6711,90.68,9,100,6.08,overcast clouds
234,Narsaq,GL,2022-04-11 15:55:38,60.9167,-46.05,39.38,42,60,11.72,broken clouds
235,Bousso,TD,2022-04-11 15:55:38,10.4795,16.7117,99.52,25,77,4.34,broken clouds
236,Hami,CN,2022-04-11 15:55:38,42.8,93.45,55.67,13,31,8.21,scattered clouds
237,Haines Junction,CA,2022-04-11 15:55:39,60.7522,-137.5108,19.35,58,100,4.61,overcast clouds
238,Ovalle,CL,2022-04-11 15:55:39,-30.5983,-71.2003,70.99,42,0,4.16,clear sky
239,Sai Buri,TH,2022-04-11 15:55:39,6.7013,101.6168,78.17,84,59,3.04,broken clouds
240,Balagansk,RU,2022-04-11 15:55:40,54.0103,103.0544,27.63,80,100,8.43,overcast clouds
241,Kralendijk,BQ,2022-04-11 15:55:40,12.15,-68.2667,79.0,85,84,18.03,broken clouds
242,Codrington,AU,2022-04-11 15:55:40,-38.2667,141.9667,53.24,65,99,6.58,overcast clouds
243,Airai,TL,2022-04-11 15:55:40,-8.9266,125.4092,59.99,63,100,2.37,overcast clouds
244,Necochea,AR,2022-04-11 15:52:22,-38.5473,-58.7368,60.82,92,100,7.07,overcast clouds
245,Grindavik,IS,2022-04-11 15:55:41,63.8424,-22.4338,44.55,61,75,21.85,broken clouds
246,Lakes Entrance,AU,2022-04-11 15:55:41,-37.8811,147.981,52.16,78,76,7.47,broken clouds
247,Beira,MZ,2022-04-11 15:55:42,-19.8436,34.8389,78.89,89,40,4.61,scattered clouds
248,Mogok,MM,2022-04-11 15:55:42,22.9167,96.5,65.62,73,80,2.57,broken clouds
249,Bourges,FR,2022-04-11 15:55:42,47.25,2.4167,71.85,59,100,5.3,overcast clouds
250,Antofagasta,CL,2022-04-11 15:55:42,-23.65,-70.4,63.68,65,16,9.37,few clouds
251,Beringovskiy,RU,2022-04-11 15:55:43,63.05,179.3167,22.86,96,100,5.57,overcast clouds
252,Namibe,AO,2022-04-11 15:55:43,-15.1961,12.1522,74.53,74,4,10.96,clear sky
253,Hasaki,JP,2022-04-11 15:55:43,35.7333,140.8333,61.29,87,100,16.28,overcast clouds
254,Thinadhoo,MV,2022-04-11 15:55:44,0.5333,72.9333,84.65,67,23,11.14,few clouds
255,Norfolk,US,2022-04-11 15:55:44,42.1668,-71.2495,57.88,46,0,3.0,clear sky
256,Salalah,OM,2022-04-11 15:55:44,17.0151,54.0924,81.72,67,0,2.17,clear sky
257,Rodrigues Alves,BR,2022-04-11 15:55:45,-7.738,-72.6509,82.6,75,89,3.4,overcast clouds
258,Kokopo,PG,2022-04-11 15:55:45,-4.352,152.2633,76.33,87,72,3.36,broken clouds
259,Magadan,RU,2022-04-11 15:55:45,59.5667,150.8,-5.48,80,2,8.68,clear sky
260,Traverse City,US,2022-04-11 15:55:46,44.7631,-85.6206,58.84,57,100,14.85,overcast clouds
261,Caravelas,BR,2022-04-11 15:55:46,-17.7125,-39.2481,80.17,81,46,3.87,scattered clouds
262,Turukhansk,RU,2022-04-11 15:55:46,65.8167,87.9833,12.42,92,99,6.76,overcast clouds
263,Vila Franca Do Campo,PT,2022-04-11 15:55:47,37.7167,-25.4333,61.21,84,98,12.59,overcast clouds
264,Mount Darwin,ZW,2022-04-11 15:55:47,-16.7725,31.5838,72.1,59,73,2.39,broken clouds
265,Aloleng,PH,2022-04-11 15:55:47,16.1307,119.7824,81.45,77,100,5.1,overcast clouds
266,Stephenville,US,2022-04-11 15:52:56,32.2207,-98.2023,76.82,68,75,12.66,broken clouds
267,The Valley,AI,2022-04-11 15:55:48,18.217,-63.0578,82.81,94,75,3.44,broken clouds
268,Rawson,AR,2022-04-11 15:55:48,-43.3002,-65.1023,62.85,38,17,13.58,few clouds
269,Kiruna,SE,2022-04-11 15:55:48,67.8557,20.2251,32.92,69,20,14.97,few clouds
270,Pangody,RU,2022-04-11 15:55:49,65.85,74.4859,33.96,100,100,9.1,overcast clouds
271,Macamic,CA,2022-04-11 15:55:49,48.7502,-78.9996,39.07,72,82,12.93,broken clouds
272,Wittstock,DE,2022-04-11 15:55:49,53.1612,12.4829,50.5,49,27,6.49,scattered clouds
273,Liverpool,GB,2022-04-11 15:52:39,53.4106,-2.9779,59.29,49,20,13.8,few clouds
274,Esik,KZ,2022-04-11 15:56:50,43.3552,77.4525,54.82,52,100,4.88,overcast clouds
275,Kununurra,AU,2022-04-11 15:56:50,-15.7667,128.7333,71.58,78,71,6.91,broken clouds
276,Buala,SB,2022-04-11 15:56:50,-8.145,159.5921,79.99,81,90,5.53,overcast clouds
277,Port Lincoln,AU,2022-04-11 15:52:39,-34.7333,135.8667,62.28,76,99,14.47,overcast clouds
278,Najran,SA,2022-04-11 15:56:51,17.4924,44.1277,90.25,14,1,11.34,clear sky
279,Upington,ZA,2022-04-11 15:56:51,-28.4478,21.2561,79.18,36,40,3.44,scattered clouds
280,Tobane,BW,2022-04-11 15:56:51,-21.95,27.9,71.55,63,38,8.97,scattered clouds
281,Fredonia,US,2022-04-11 15:52:00,42.4401,-79.3317,57.22,42,0,8.05,clear sky
282,Erenhot,CN,2022-04-11 15:56:52,43.6475,111.9767,39.74,37,26,3.76,scattered clouds
283,Ciudad Bolivar,VE,2022-04-11 15:56:52,8.1222,-63.5497,94.12,35,99,9.86,overcast clouds
284,Shingu,JP,2022-04-11 15:56:53,33.7333,135.9833,59.65,85,100,3.78,light rain
285,Maceio,BR,2022-04-11 15:54:11,-9.6658,-35.7353,87.24,62,75,12.66,broken clouds
286,Gidole,ET,2022-04-11 15:56:53,5.65,37.3667,61.45,72,84,5.68,light rain
287,Tezu,IN,2022-04-11 15:56:53,27.9167,96.1667,66.34,88,20,3.36,few clouds
288,San Ramon,US,2022-04-11 15:56:54,37.7799,-121.978,53.11,93,100,5.01,light rain
289,Katherine,AU,2022-04-11 15:56:54,-14.4667,132.2667,77.32,57,52,4.61,broken clouds
290,Moindou,NC,2022-04-11 15:56:54,-21.6924,165.677,75.24,87,26,3.71,scattered clouds
291,Gobo,JP,2022-04-11 15:56:55,33.8833,135.15,60.96,87,100,7.07,light rain
292,Listowel,IE,2022-04-11 15:56:55,52.4464,-9.485,55.45,89,100,15.28,overcast clouds
293,Yangambi,CD,2022-04-11 15:56:55,0.8102,24.4336,76.44,75,97,0.76,overcast clouds
294,Seoul,KR,2022-04-11 15:56:23,37.5683,126.9778,60.4,88,40,8.05,mist
295,Petropavlovsk-Kamchatskiy,RU,2022-04-11 15:56:56,53.0452,158.6483,28.99,74,75,4.47,broken clouds
296,Cherskiy,RU,2022-04-11 15:56:56,68.75,161.3,-12.73,98,99,8.08,overcast clouds
297,Husavik,IS,2022-04-11 15:56:56,66.0449,-17.3389,32.67,88,71,4.54,broken clouds
298,Fukue,JP,2022-04-11 15:56:57,32.6881,128.8419,64.89,92,90,13.29,overcast clouds
299,Shitkino,RU,2022-04-11 15:56:57,56.3703,98.3543,25.34,91,100,7.2,overcast clouds
300,Takoradi,GH,2022-04-11 15:56:57,4.8845,-1.7554,85.95,67,87,12.59,overcast clouds
301,Shanghai,CN,2022-04-11 15:56:02,31.2222,121.4581,73.92,65,0,6.71,clear sky
302,Calama,CL,2022-04-11 15:53:16,-22.4667,-68.9333,64.89,20,0,5.75,clear sky
303,Half Moon Bay,US,2022-04-11 15:56:58,37.4636,-122.4286,54.63,92,100,9.22,mist
304,Keighley,GB,2022-04-11 15:56:58,53.8679,-1.9066,58.12,52,0,18.01,clear sky
305,Remontnoye,RU,2022-04-11 15:56:59,46.5614,43.6501,61.48,48,10,14.41,clear sky
306,Safaga,EG,2022-04-11 15:56:59,26.7292,33.9365,83.19,35,1,11.34,clear sky
307,Lake Cowichan,CA,2022-04-11 15:56:59,48.825,-124.0546,41.29,90,84,5.17,broken clouds
308,Oistins,BB,2022-04-11 15:57:00,13.0667,-59.5333,84.29,65,40,24.16,scattered clouds
309,Batemans Bay,AU,2022-04-11 15:57:00,-35.7167,150.1833,60.1,89,100,7.18,overcast clouds
310,Bathsheba,BB,2022-04-11 15:53:51,13.2167,-59.5167,84.81,65,40,24.16,scattered clouds
311,Lufilufi,WS,2022-04-11 15:57:00,-13.8745,-171.5986,73.18,77,29,8.77,light rain
312,Rio Gallegos,AR,2022-04-11 15:54:29,-51.6226,-69.2181,51.85,58,75,13.8,broken clouds
313,Novokayakent,RU,2022-04-11 15:57:01,42.3937,47.9861,49.8,94,48,3.38,scattered clouds
314,Lewisporte,CA,2022-04-11 15:52:39,49.2499,-55.0482,33.55,98,100,22.03,snow
315,Dehloran,IR,2022-04-11 15:58:01,32.6941,47.2679,83.01,11,0,2.48,clear sky
316,Sabang,ID,2022-04-11 15:58:02,5.8933,95.3214,84.16,68,100,7.31,overcast clouds
317,Quebec,CA,2022-04-11 15:56:51,46.8123,-71.2145,48.07,62,20,16.11,few clouds
318,Aksarayskiy,RU,2022-04-11 15:58:02,46.7924,48.0119,62.11,44,1,11.12,clear sky
319,Isetskoye,RU,2022-04-11 15:58:02,56.4858,65.3226,31.8,92,83,6.82,broken clouds
320,Dhangadhi,NP,2022-04-11 15:58:03,28.7079,80.5961,84.69,18,9,5.77,clear sky
321,Chabahar,IR,2022-04-11 15:58:03,25.2919,60.643,84.09,53,0,19.28,clear sky
322,Ulu-Telyak,RU,2022-04-11 15:58:03,54.9086,56.9669,47.71,79,91,5.19,overcast clouds
323,Coquimbo,CL,2022-04-11 15:58:04,-29.9533,-71.3436,55.13,94,100,10.36,overcast clouds
324,Dekar,BW,2022-04-11 15:58:04,-21.5333,21.9333,78.06,44,62,6.82,broken clouds
325,Sankeshwar,IN,2022-04-11 15:58:05,16.2667,74.4833,80.24,52,93,6.11,overcast clouds
326,Yanliang,CN,2022-04-11 15:58:05,34.6592,109.2292,54.59,50,100,2.89,moderate rain
327,Sao Francisco De Paula,BR,2022-04-11 15:58:05,-29.4481,-50.5836,63.68,80,100,7.11,overcast clouds
328,Bunawan,PH,2022-04-11 15:58:06,8.1667,126.0833,73.22,91,100,3.94,overcast clouds
329,Clyde River,CA,2022-04-11 15:58:06,70.4692,-68.5914,1.63,85,100,4.61,fog
330,Coahuayana,MX,2022-04-11 15:58:06,18.7333,-103.6833,89.98,41,18,4.36,few clouds
331,Riviere-Du-Loup,CA,2022-04-11 15:58:07,47.8304,-69.5342,39.47,56,41,4.61,scattered clouds
332,Provideniya,RU,2022-04-11 15:58:07,64.3833,-173.3,20.97,90,96,9.51,overcast clouds
333,Brokopondo,SR,2022-04-11 15:58:07,4.75,-55.1667,82.69,71,77,5.28,broken clouds
334,Schortens,DE,2022-04-11 15:58:08,53.5333,7.95,54.95,58,75,4.61,broken clouds
335,Constitucion,CL,2022-04-11 15:58:08,-35.3333,-72.4167,59.43,52,28,10.98,scattered clouds
336,Kaitangata,NZ,2022-04-11 15:58:08,-46.2817,169.8464,50.54,94,99,9.84,moderate rain
337,Lavrentiya,RU,2022-04-11 15:58:09,65.5833,-171.0,15.22,100,98,4.54,overcast clouds
338,Kiama,AU,2022-04-11 15:58:09,-34.6833,150.8667,64.38,92,100,1.99,overcast clouds
339,Honningsvag,NO,2022-04-11 15:58:09,70.9821,25.9704,37.15,81,75,13.8,broken clouds
340,Barroquinha,BR,2022-04-11 15:58:10,-3.0189,-41.1361,83.26,82,93,5.39,overcast clouds
341,Agadir,MA,2022-04-11 15:58:10,30.4202,-9.5982,72.05,62,99,13.6,overcast clouds
342,Acapulco,MX,2022-04-11 15:58:10,16.8634,-99.8901,84.96,56,71,5.48,broken clouds
343,Barcelos,PT,2022-04-11 15:56:51,41.5388,-8.6151,60.94,83,57,14.45,broken clouds
344,La Ronge,CA,2022-04-11 15:58:11,55.1001,-105.2842,14.22,73,100,19.57,overcast clouds
345,Espana,PH,2022-04-11 15:58:11,12.3841,122.499,76.91,94,100,15.03,heavy intensity rain
346,Faanui,PF,2022-04-11 15:58:12,-16.4833,-151.75,81.66,68,30,15.99,scattered clouds
347,Mahibadhoo,MV,2022-04-11 15:58:12,3.7833,72.9667,84.7,72,53,11.41,broken clouds
348,Khorinsk,RU,2022-04-11 15:58:12,52.1657,109.7726,25.5,73,72,4.25,broken clouds
349,Coihaique,CL,2022-04-11 15:58:13,-45.5752,-72.0662,52.41,81,75,6.91,broken clouds
350,Zyryanka,RU,2022-04-11 15:58:13,65.75,150.85,-15.11,100,30,6.17,scattered clouds
351,Katangli,RU,2022-04-11 15:58:13,51.7102,143.2326,26.71,92,100,19.95,snow
352,Gardendale,US,2022-04-11 15:58:14,33.6601,-86.8128,64.71,91,100,8.99,overcast clouds
353,Maningrida,AU,2022-04-11 15:58:14,-12.0667,134.2667,80.58,75,100,7.45,overcast clouds
354,Nikolskoye,RU,2022-04-11 15:58:15,59.7035,30.7861,44.49,88,98,2.55,overcast clouds
355,Hata,IN,2022-04-11 15:58:15,26.7461,83.7403,87.33,31,3,7.67,clear sky
356,Abeche,TD,2022-04-11 15:58:15,13.8292,20.8324,100.49,7,2,3.15,clear sky
357,Annau,TM,2022-04-11 15:58:16,37.8876,58.516,67.5,60,20,4.61,few clouds
358,Sao Felix Do Xingu,BR,2022-04-11 15:58:16,-6.6447,-51.995,89.13,57,38,2.06,scattered clouds
359,Solnechnyy,RU,2022-04-11 15:58:16,50.7214,136.6319,24.48,95,87,5.68,light snow
360,Keuruu,FI,2022-04-11 15:58:16,62.2667,24.7,40.8,87,100,8.37,overcast clouds
361,Hervey Bay,AU,2022-04-11 15:58:17,-25.2986,152.8535,68.02,91,1,8.99,clear sky
362,Omboue,GA,2022-04-11 15:59:17,-1.5746,9.2618,82.35,77,26,10.42,scattered clouds
363,Panjab,AF,2022-04-11 15:59:18,34.388,67.0233,55.71,20,92,6.02,overcast clouds
364,Anupgarh,IN,2022-04-11 15:59:18,29.1911,73.2086,95.92,11,100,10.65,overcast clouds
365,Kremze,CZ,2022-04-11 15:59:18,48.905,14.3057,53.51,30,79,4.65,broken clouds
366,Manicore,BR,2022-04-11 15:59:19,-5.8092,-61.3003,90.09,51,98,3.83,overcast clouds
367,Borogontsy,RU,2022-04-11 15:59:19,62.6683,131.1683,18.01,96,99,5.66,overcast clouds
368,Zhuhai,CN,2022-04-11 15:59:19,22.2769,113.5678,77.86,88,20,6.91,few clouds
369,Jalingo,NG,2022-04-11 15:59:19,8.8833,11.3667,104.27,18,75,0.83,broken clouds
370,Belmonte,BR,2022-04-11 15:59:20,-15.8631,-38.8828,84.65,58,58,8.03,broken clouds
371,Palmer,US,2022-04-11 15:59:20,42.1584,-72.3287,55.78,40,1,1.99,clear sky
372,Tambilil,PH,2022-04-11 15:59:20,5.9622,124.6697,77.85,90,100,8.97,overcast clouds
373,Petapa,GT,2022-04-11 15:59:21,14.5028,-90.5517,74.55,60,0,9.22,clear sky
374,Palu,ID,2022-04-11 15:59:21,-0.8917,119.8707,76.1,95,93,1.97,overcast clouds
375,Narrabri,AU,2022-04-11 15:59:21,-30.3167,149.7833,59.09,88,0,3.44,clear sky
376,Jinhua,CN,2022-04-11 15:59:22,29.1078,119.6547,70.83,65,0,2.39,clear sky
377,Diamantino,BR,2022-04-11 15:59:22,-14.4086,-56.4461,90.61,48,1,6.69,clear sky
378,Neryungri,RU,2022-04-11 15:59:22,56.6709,124.6491,7.14,99,95,4.09,overcast clouds
379,Methoni,GR,2022-04-11 15:59:23,36.8197,21.7049,64.26,59,0,17.36,clear sky
380,Rawlins,US,2022-04-11 15:59:23,41.7911,-107.2387,40.35,22,57,15.64,broken clouds
381,Corn Island,NI,2022-04-11 15:59:23,12.1694,-83.0418,80.83,77,100,19.37,overcast clouds
382,Jiangyou,CN,2022-04-11 15:59:24,31.7667,104.7167,60.24,85,100,7.67,overcast clouds
383,Lazurne,UA,2022-04-11 15:59:24,46.084,32.5295,43.09,89,100,28.12,overcast clouds
384,Quilali,NI,2022-04-11 15:59:24,13.567,-86.026,84.49,50,66,9.1,broken clouds
385,Saint-Gaudens,FR,2022-04-11 15:59:25,43.0833,0.6667,55.02,48,100,6.98,overcast clouds
386,Matagami,CA,2022-04-11 15:59:25,49.7502,-77.6328,39.31,52,0,16.11,clear sky
387,Lucea,JM,2022-04-11 15:59:25,18.451,-78.1736,84.85,67,71,19.46,broken clouds
388,Kitob,UZ,2022-04-11 15:59:26,39.0843,66.8332,65.8,50,6,4.68,clear sky
389,Sao Jose Da Coroa Grande,BR,2022-04-11 15:59:26,-8.8978,-35.1478,84.52,60,82,5.75,broken clouds
390,Dubti,ET,2022-04-11 15:59:26,11.7361,41.0853,96.89,21,3,13.31,clear sky
391,Mogadishu,SO,2022-04-11 15:59:27,2.0371,45.3438,82.54,76,99,12.8,overcast clouds
392,High Level,CA,2022-04-11 15:55:19,58.5169,-117.136,12.31,73,75,17.27,broken clouds
393,Ayorou,NE,2022-04-11 15:59:27,14.7308,0.9174,109.24,8,14,6.11,few clouds
394,Bushehr,IR,2022-04-11 15:59:27,28.9684,50.8385,80.69,50,40,9.22,scattered clouds
395,Shenjiamen,CN,2022-04-11 15:59:28,29.9576,122.298,60.1,99,100,11.1,overcast clouds
396,Maketu,NZ,2022-04-11 15:59:28,-37.7667,176.45,55.76,98,100,6.82,overcast clouds
397,Juruti,BR,2022-04-11 15:59:28,-2.1522,-56.0922,84.51,73,80,3.83,broken clouds
398,Kodinsk,RU,2022-04-11 15:59:29,58.6881,99.1844,23.05,97,100,2.39,overcast clouds
399,Morant Bay,JM,2022-04-11 15:59:29,17.8815,-76.4093,85.71,81,42,13.82,scattered clouds
400,Imbituba,BR,2022-04-11 15:59:29,-28.24,-48.6703,75.81,91,100,8.05,overcast clouds
401,Muana,BR,2022-04-11 15:59:30,-1.5283,-49.2167,83.8,78,85,1.14,overcast clouds
402,Piacabucu,BR,2022-04-11 15:59:30,-10.4056,-36.4344,83.84,64,98,8.66,overcast clouds
403,Arlit,NE,2022-04-11 15:59:30,18.7369,7.3853,107.24,4,0,6.64,clear sky
404,Darab,IR,2022-04-11 15:59:31,28.7519,54.5444,76.24,10,8,7.02,clear sky
405,Dalen,NL,2022-04-11 15:59:31,52.6992,6.7556,59.05,51,80,10.0,broken clouds
406,Southbridge,US,2022-04-11 15:56:29,42.0751,-72.0334,54.45,49,0,4.0,clear sky
407,Nemuro,JP,2022-04-11 15:59:31,43.3236,145.575,37.76,98,100,5.41,overcast clouds
408,Dawei,MM,2022-04-11 15:59:32,14.0833,98.2,78.22,87,22,1.3,few clouds
409,Catamarca,AR,2022-04-11 15:59:32,-28.4696,-65.7852,69.58,72,86,1.99,overcast clouds
410,Dunmore Town,BS,2022-04-11 16:00:32,25.5,-76.65,72.05,61,0,16.98,clear sky
411,El Alto,PE,2022-04-11 16:00:33,-4.2714,-81.2147,76.03,67,100,7.52,overcast clouds
412,Merauke,ID,2022-04-11 16:00:33,-8.4667,140.3333,81.54,86,100,11.03,overcast clouds
413,Ghanzi,BW,2022-04-11 16:00:34,-21.5667,21.7833,79.38,42,39,4.43,scattered clouds
414,Sechura,PE,2022-04-11 16:00:34,-5.5569,-80.8222,79.83,60,94,10.18,overcast clouds
415,Tambopata,PE,2022-04-11 16:00:34,-12.7333,-69.1833,85.32,62,99,5.88,overcast clouds
416,Palana,RU,2022-04-11 16:00:35,59.1167,159.9667,9.86,94,100,8.63,overcast clouds
417,Port Blair,IN,2022-04-11 16:00:35,11.6667,92.75,80.64,78,20,2.3,mist
418,Cagliari,IT,2022-04-11 16:00:35,39.245,9.0912,61.93,62,0,17.27,clear sky
419,Tenabo,MX,2022-04-11 16:00:36,20.05,-90.2333,86.0,39,29,8.37,scattered clouds
420,Guerrero Negro,MX,2022-04-11 16:00:36,27.9769,-114.0611,62.82,65,3,5.48,clear sky
421,Selizharovo,RU,2022-04-11 16:00:36,56.8519,33.4487,39.16,83,100,3.42,overcast clouds
422,Labrea,BR,2022-04-11 16:00:37,-7.2586,-64.7981,81.37,76,100,3.06,overcast clouds
423,Soe,ID,2022-04-11 16:00:37,-9.8607,124.284,63.73,79,84,3.29,broken clouds
424,Mangai,CD,2022-04-11 16:00:38,-4.05,19.5333,83.07,63,75,1.9,broken clouds
425,Vestmannaeyjar,IS,2022-04-11 16:00:38,63.4427,-20.2734,41.99,70,75,25.32,light rain
426,Escanaba,US,2022-04-11 16:00:38,45.7453,-87.0646,50.25,68,82,18.01,broken clouds
427,Jeremoabo,BR,2022-04-11 16:00:39,-10.075,-38.4808,96.37,28,9,8.59,clear sky
428,Qeshm,IR,2022-04-11 16:00:39,26.9581,56.2719,84.07,63,88,14.18,overcast clouds
429,Hutchinson,US,2022-04-11 15:57:52,38.0608,-97.9298,54.73,36,100,11.65,overcast clouds
430,Fengcheng,CN,2022-04-11 16:00:40,40.4536,124.0717,55.94,95,100,0.76,light rain
431,Kudahuvadhoo,MV,2022-04-11 16:00:40,2.6708,72.8944,84.7,71,27,10.22,scattered clouds
432,Manggar,ID,2022-04-11 16:00:40,-2.8833,108.2667,80.56,77,55,1.99,broken clouds
433,Clinton,US,2022-04-11 16:00:41,42.587,-82.9199,63.21,67,100,3.0,overcast clouds
434,Kloulklubed,PW,2022-04-11 16:00:41,7.0419,134.2556,82.81,84,100,23.96,overcast clouds
435,Prince Rupert,CA,2022-04-11 16:00:41,54.3161,-130.3201,33.89,93,40,4.61,scattered clouds
436,Labuan,MY,2022-04-11 16:00:42,5.2767,115.2417,82.72,72,69,8.05,broken clouds
437,Shitanjing,CN,2022-04-11 16:00:42,39.2342,106.3439,43.03,25,99,2.15,overcast clouds
438,Araouane,ML,2022-04-11 16:00:42,18.9048,-3.5265,103.44,4,1,12.53,clear sky
439,Hede,CN,2022-04-11 16:00:43,33.7681,120.2517,65.88,66,8,8.66,clear sky
440,Domat,CH,2022-04-11 16:00:43,46.8348,9.4508,60.51,40,86,6.8,overcast clouds
441,Hastings,GB,2022-04-11 16:00:44,50.8552,0.5729,62.13,50,100,13.15,overcast clouds
442,Matveyev Kurgan,RU,2022-04-11 16:00:44,47.5645,38.8695,67.24,47,98,13.65,overcast clouds
443,Itoman,JP,2022-04-11 16:00:44,26.1247,127.6694,73.42,92,40,11.5,scattered clouds
444,Ancud,CL,2022-04-11 16:00:45,-41.8697,-73.8203,53.22,88,100,9.78,light rain
445,Faya,SA,2022-04-11 16:00:45,18.3851,42.4509,66.63,44,2,7.85,clear sky
446,Mastic Beach,US,2022-04-11 16:00:45,40.7668,-72.8521,55.26,46,0,7.0,clear sky
447,Nioro,GM,2022-04-11 16:00:46,13.35,-15.75,105.37,8,20,7.11,few clouds
448,Sfantu Gheorghe,RO,2022-04-11 16:00:46,45.8667,25.7833,45.66,50,81,13.11,broken clouds
449,Tiarei,PF,2022-04-11 16:00:46,-17.5333,-149.3333,77.02,77,9,12.66,light rain
450,Kavaratti,IN,2022-04-11 16:00:47,10.5669,72.642,83.98,72,29,10.4,scattered clouds
451,Bezhetsk,RU,2022-04-11 15:57:44,57.7851,36.6965,35.04,98,100,5.28,overcast clouds
452,Zelenoborsk,RU,2022-04-11 16:00:47,61.4669,64.0333,35.73,99,82,6.35,broken clouds
453,Machilipatnam,IN,2022-04-11 16:00:48,16.1667,81.1333,82.42,79,84,13.0,broken clouds
454,Gorontalo,ID,2022-04-11 16:00:48,0.5412,123.0595,75.67,91,96,2.06,overcast clouds
455,Kuito,AO,2022-04-11 16:00:48,-12.3833,16.9333,65.05,84,95,3.78,light rain
456,Zaragoza,ES,2022-04-11 15:58:34,41.6561,-0.8773,72.86,32,0,29.93,clear sky
457,Broome,US,2022-04-11 16:01:49,42.2506,-75.833,52.7,51,0,9.22,clear sky
458,Moyobamba,PE,2022-04-11 16:01:49,-6.05,-76.9667,79.03,68,100,0.58,overcast clouds
459,Maragogi,BR,2022-04-11 15:59:21,-9.0122,-35.2225,83.98,63,81,6.17,broken clouds
